category,category.keyword,currency,customer_first_name,customer_first_name.keyword,customer_full_name,customer_full_name.keyword,customer_gender,customer_id,customer_last_name,customer_last_name.keyword,customer_phone,day_of_week,day_of_week_i,email,event.dataset,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,manufacturer.keyword,order_date,order_id,products._id,products._id.keyword,products.base_price,products.base_unit_price,products.category,products.category.keyword,products.created_on,products.discount_amount,products.discount_percentage,products.manufacturer,products.manufacturer.keyword,products.min_price,products.price,products.product_id,products.product_name,products.product_name.keyword,products.quantity,products.sku,products.tax_amount,products.taxful_price,products.taxless_price,products.unit_discount_amount,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,George,George,George Graves,George Graves,MALE,32,Graves,Graves,(empty),Saturday,5,george@graves-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Elitelligence, (empty)","Elitelligence, (empty)","Sep 24, 2021 @ 23:45:07.000",572292,"sold_product_572292_19469, sold_product_572292_21891","sold_product_572292_19469, sold_product_572292_21891","$28.98, $165.00","$28.98, $165.00","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 16, 2016 @ 22:45:07.000, Dec 16, 2016 @ 22:45:07.000","0, 0","0, 0","Elitelligence, (empty)","Elitelligence, (empty)","$15.07, $87.44","$28.98, $165.00","19,469, 21,891","Suit trousers - dark blue, Smart lace-ups - black","Suit trousers - dark blue, Smart lace-ups - black","1, 1","ZO0522705227, ZO0482204822","0, 0","$28.98, $165.00","$28.98, $165.00","0, 0","ZO0522705227, ZO0482204822",$194 ,$194.00 ,2,2,order,george
"Men's Clothing, Women's Accessories, Men's Shoes","Men's Clothing, Women's Accessories, Men's Shoes",EUR,Jackson,Jackson,Jackson Abbott,Jackson Abbott,MALE,13,Abbott,Abbott,(empty),Saturday,5,jackson@abbott-family.zzz,sample_ecommerce,Los Angeles,North America,US,"{
  ""coordinates"": [
    -118.2,
    34.1
  ],
  ""type"": ""Point""
}",California,"Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","Sep 24, 2021 @ 23:36:29.000",717554,"sold_product_717554_18598, sold_product_717554_17279, sold_product_717554_6470, sold_product_717554_23680","sold_product_717554_18598, sold_product_717554_17279, sold_product_717554_6470, sold_product_717554_23680","$28.98, $11.99, $10.99, $65.00","$28.98, $11.99, $10.99, $65.00","Men's Clothing, Women's Accessories, Men's Clothing, Men's Shoes","Men's Clothing, Women's Accessories, Men's Clothing, Men's Shoes","Dec 16, 2016 @ 22:36:29.000, Dec 16, 2016 @ 22:36:29.000, Dec 16, 2016 @ 22:36:29.000, Dec 16, 2016 @ 22:36:29.000","0, 0, 0, 0","0, 0, 0, 0","Low Tide Media, Oceanavigations, Low Tide Media, Low Tide Media","Low Tide Media, Oceanavigations, Low Tide Media, Low Tide Media","$13.92, $6.11, $5.06, $30.55","$28.98, $11.99, $10.99, $65.00","18,598, 17,279, 6,470, 23,680","Shirt - indigo, Hat - navy, Basic T-shirt - dark grey multicolor, Boots - camel","Shirt - indigo, Hat - navy, Basic T-shirt - dark grey multicolor, Boots - camel","1, 1, 1, 1","ZO0415304153, ZO0309203092, ZO0435604356, ZO0405604056","0, 0, 0, 0","$28.98, $11.99, $10.99, $65.00","$28.98, $11.99, $10.99, $65.00","0, 0, 0, 0","ZO0415304153, ZO0309203092, ZO0435604356, ZO0405604056",$116.94 ,$116.94 ,4,4,order,jackson
"Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,Frances,Frances,Frances Miller,Frances Miller,FEMALE,49,Miller,Miller,(empty),Saturday,5,frances@miller-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,Low Tide Media,Low Tide Media,"Sep 24, 2021 @ 23:32:10.000",572280,"sold_product_572280_24706, sold_product_572280_18088","sold_product_572280_24706, sold_product_572280_18088","$10.99, $13.99","$10.99, $13.99","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 16, 2016 @ 22:32:10.000, Dec 16, 2016 @ 22:32:10.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$5.71, $7.55","$10.99, $13.99","24,706, 18,088","Scarf - navy, Print T-shirt - mottled light blue","Scarf - navy, Print T-shirt - mottled light blue","1, 1","ZO0462904629, ZO0440504405","0, 0","$10.99, $13.99","$10.99, $13.99","0, 0","ZO0462904629, ZO0440504405",$24.98 ,$24.98 ,2,2,order,frances
"Women's Accessories, Men's Shoes","Women's Accessories, Men's Shoes",EUR,Mostafa,Mostafa,Mostafa Riley,Mostafa Riley,MALE,9,Riley,Riley,(empty),Saturday,5,mostafa@riley-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Microlutions, Angeldale","Microlutions, Angeldale","Sep 24, 2021 @ 23:26:24.000",572275,"sold_product_572275_15420, sold_product_572275_1651","sold_product_572275_15420, sold_product_572275_1651","$28.98, $100.00","$28.98, $100.00","Women's Accessories, Men's Shoes","Women's Accessories, Men's Shoes","Dec 16, 2016 @ 22:26:24.000, Dec 16, 2016 @ 22:26:24.000","0, 0","0, 0","Microlutions, Angeldale","Microlutions, Angeldale","$15.07, $50.00","$28.98, $100.00","15,420, 1,651","Rucksack - black, Boots - black","Rucksack - black, Boots - black","1, 1","ZO0128301283, ZO0693606936","0, 0","$28.98, $100.00","$28.98, $100.00","0, 0","ZO0128301283, ZO0693606936",$129 ,$129.00 ,2,2,order,mostafa
"Women's Accessories, Men's Clothing, Men's Shoes","Women's Accessories, Men's Clothing, Men's Shoes",EUR,Sultan Al,Sultan Al,Sultan Al Garza,Sultan Al Garza,MALE,19,Garza,Garza,(empty),Saturday,5,sultan al@garza-family.zzz,sample_ecommerce,Abu Dhabi,Asia,AE,"{
  ""coordinates"": [
    54.4,
    24.5
  ],
  ""type"": ""Point""
}",Abu Dhabi,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Sep 24, 2021 @ 23:13:26.000",720637,"sold_product_720637_16771, sold_product_720637_23435, sold_product_720637_19055, sold_product_720637_12719","sold_product_720637_16771, sold_product_720637_23435, sold_product_720637_19055, sold_product_720637_12719","$13.99, $20.98, $16.98, $33.00","$13.99, $20.98, $16.98, $33.00","Women's Accessories, Men's Clothing, Men's Clothing, Men's Shoes","Women's Accessories, Men's Clothing, Men's Clothing, Men's Shoes","Dec 16, 2016 @ 22:13:26.000, Dec 16, 2016 @ 22:13:26.000, Dec 16, 2016 @ 22:13:26.000, Dec 16, 2016 @ 22:13:26.000","0, 0, 0, 0","0, 0, 0, 0","Oceanavigations, Elitelligence, Elitelligence, Elitelligence","Oceanavigations, Elitelligence, Elitelligence, Elitelligence","$6.30, $10.29, $9.17, $15.51","$13.99, $20.98, $16.98, $33.00","16,771, 23,435, 19,055, 12,719","Sunglasses - brown/green, Shirt - red, Shorts - grey, Trainers - white","Sunglasses - brown/green, Shirt - red, Shorts - grey, Trainers - white","1, 1, 1, 1","ZO0318403184, ZO0524705247, ZO0531505315, ZO0511305113","0, 0, 0, 0","$13.99, $20.98, $16.98, $33.00","$13.99, $20.98, $16.98, $33.00","0, 0, 0, 0","ZO0318403184, ZO0524705247, ZO0531505315, ZO0511305113",$84.94 ,$84.94 ,4,4,order,sultan
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Yasmine,Yasmine,Yasmine Harper,Yasmine Harper,FEMALE,43,Harper,Harper,(empty),Saturday,5,yasmine@harper-family.zzz,sample_ecommerce,-,Asia,SA,"{
  ""coordinates"": [
    45,
    25
  ],
  ""type"": ""Point""
}",-,"Pyramidustries active, Tigress Enterprises","Pyramidustries active, Tigress Enterprises","Sep 24, 2021 @ 23:01:55.000",572251,"sold_product_572251_23682, sold_product_572251_11910","sold_product_572251_23682, sold_product_572251_11910","$10.99, $33.00","$10.99, $33.00","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 16, 2016 @ 22:01:55.000, Dec 16, 2016 @ 22:01:55.000","0, 0","0, 0","Pyramidustries active, Tigress Enterprises","Pyramidustries active, Tigress Enterprises","$5.39, $16.17","$10.99, $33.00","23,682, 11,910","Vest - dark purple, Handbag - black","Vest - dark purple, Handbag - black","1, 1","ZO0218402184, ZO0075000750","0, 0","$10.99, $33.00","$10.99, $33.00","0, 0","ZO0218402184, ZO0075000750",$43.97 ,$43.97 ,2,2,order,yasmine
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Mary,Mary,Mary Clayton,Mary Clayton,FEMALE,20,Clayton,Clayton,(empty),Saturday,5,mary@clayton-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,Tigress Enterprises,Tigress Enterprises,"Sep 24, 2021 @ 22:51:50.000",572246,"sold_product_572246_18048, sold_product_572246_21540","sold_product_572246_18048, sold_product_572246_21540","$28.98, $42.00","$28.98, $42.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 16, 2016 @ 21:51:50.000, Dec 16, 2016 @ 21:51:50.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$15.36, $19.31","$28.98, $42.00","18,048, 21,540","Jersey dress - port royal/black, Ankle boots - cognac","Jersey dress - port royal/black, Ankle boots - cognac","1, 1","ZO0051300513, ZO0020900209","0, 0","$28.98, $42.00","$28.98, $42.00","0, 0","ZO0051300513, ZO0020900209",$71 ,$71.00 ,2,2,order,mary
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Pia,Pia,Pia Shaw,Pia Shaw,FEMALE,45,Shaw,Shaw,(empty),Saturday,5,pia@shaw-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","Sep 24, 2021 @ 22:46:05.000",572237,"sold_product_572237_14329, sold_product_572237_13694","sold_product_572237_14329, sold_product_572237_13694","$42.00, $20.98","$42.00, $20.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 16, 2016 @ 21:46:05.000, Dec 16, 2016 @ 21:46:05.000","0, 0","0, 0","Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","$21.02, $10.70","$42.00, $20.98","14,329, 13,694","Sandals - Midnight Blue, Handbag - black/red","Sandals - Midnight Blue, Handbag - black/red","1, 1","ZO0370503705, ZO0202602026","0, 0","$42.00, $20.98","$42.00, $20.98","0, 0","ZO0370503705, ZO0202602026",$62.97 ,$62.97 ,2,2,order,pia
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Pia,Pia,Pia Kelley,Pia Kelley,FEMALE,45,Kelley,Kelley,(empty),Saturday,5,pia@kelley-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Tigress Enterprises MAMA, Tigress Enterprises","Tigress Enterprises MAMA, Tigress Enterprises","Sep 24, 2021 @ 22:38:53.000",572229,"sold_product_572229_24927, sold_product_572229_20190","sold_product_572229_24927, sold_product_572229_20190","$37.00, $29.98","$37.00, $29.98","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 16, 2016 @ 21:38:53.000, Dec 16, 2016 @ 21:38:53.000","0, 0","0, 0","Tigress Enterprises MAMA, Tigress Enterprises","Tigress Enterprises MAMA, Tigress Enterprises","$18.86, $14.99","$37.00, $29.98","24,927, 20,190","Summer dress - black, Lace-ups - brown","Summer dress - black, Lace-ups - brown","1, 1","ZO0229402294, ZO0006800068","0, 0","$37.00, $29.98","$37.00, $29.98","0, 0","ZO0229402294, ZO0006800068",$67 ,$67.00 ,2,2,order,pia
Men's Clothing,Men's Clothing,EUR,Mostafa,Mostafa,Mostafa Sutton,Mostafa Sutton,MALE,9,Sutton,Sutton,(empty),Saturday,5,mostafa@sutton-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Sep 24, 2021 @ 22:21:36.000",572213,"sold_product_572213_13776, sold_product_572213_19769","sold_product_572213_13776, sold_product_572213_19769","$7.99, $10.99","$7.99, $10.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 16, 2016 @ 21:21:36.000, Dec 16, 2016 @ 21:21:36.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$4.23, $5.06","$7.99, $10.99","13,776, 19,769","Basic T-shirt - dark grey multicolor, Basic T-shirt - bordeaux","Basic T-shirt - dark grey multicolor, Basic T-shirt - bordeaux","1, 1","ZO0434304343, ZO0566305663","0, 0","$7.99, $10.99","$7.99, $10.99","0, 0","ZO0434304343, ZO0566305663",$18.98 ,$18.98 ,2,2,order,mostafa
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Pia,Pia,Pia Daniels,Pia Daniels,FEMALE,45,Daniels,Daniels,(empty),Saturday,5,pia@daniels-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,Pyramidustries,Pyramidustries,"Sep 24, 2021 @ 22:20:10.000",572210,"sold_product_572210_17319, sold_product_572210_20615","sold_product_572210_17319, sold_product_572210_20615","$28.98, $20.98","$28.98, $20.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 16, 2016 @ 21:20:10.000, Dec 16, 2016 @ 21:20:10.000","0, 0","0, 0","Pyramidustries, Pyramidustries","Pyramidustries, Pyramidustries","$14.21, $9.66","$28.98, $20.98","17,319, 20,615","Ankle boots - dark grey, Watch - rose gold-coloured","Ankle boots - dark grey, Watch - rose gold-coloured","1, 1","ZO0141601416, ZO0189101891","0, 0","$28.98, $20.98","$28.98, $20.98","0, 0","ZO0141601416, ZO0189101891",$49.97 ,$49.97 ,2,2,order,pia
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Pia,Pia,Pia Carpenter,Pia Carpenter,FEMALE,45,Carpenter,Carpenter,(empty),Saturday,5,pia@carpenter-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Champion Arts, Tigress Enterprises","Champion Arts, Tigress Enterprises","Sep 24, 2021 @ 21:31:12.000",572171,"sold_product_572171_22113, sold_product_572171_15804","sold_product_572171_22113, sold_product_572171_15804","$19.98, $11.99","$19.98, $11.99","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 16, 2016 @ 20:31:12.000, Dec 16, 2016 @ 20:31:12.000","0, 0","0, 0","Champion Arts, Tigress Enterprises","Champion Arts, Tigress Enterprises","$10.39, $5.52","$19.98, $11.99","22,113, 15,804","Tracksuit bottoms - dark blue multicolor, Snood - rose","Tracksuit bottoms - dark blue multicolor, Snood - rose","1, 1","ZO0486204862, ZO0084700847","0, 0","$19.98, $11.99","$19.98, $11.99","0, 0","ZO0486204862, ZO0084700847",$31.98 ,$31.98 ,2,2,order,pia
Women's Clothing,Women's Clothing,EUR,Wilhemina St.,Wilhemina St.,Wilhemina St. Gilbert,Wilhemina St. Gilbert,FEMALE,17,Gilbert,Gilbert,(empty),Saturday,5,wilhemina st.@gilbert-family.zzz,sample_ecommerce,Monte Carlo,Europe,MC,"{
  ""coordinates"": [
    7.4,
    43.7
  ],
  ""type"": ""Point""
}",-,Tigress Enterprises,Tigress Enterprises,"Sep 24, 2021 @ 21:28:19.000",572168,"sold_product_572168_20242, sold_product_572168_22362","sold_product_572168_20242, sold_product_572168_22362","$33.00, $22.98","$33.00, $22.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 16, 2016 @ 20:28:19.000, Dec 16, 2016 @ 20:28:19.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$17.81, $11.95","$33.00, $22.98","20,242, 22,362","Jersey dress - lipstick red, Print T-shirt - black","Jersey dress - lipstick red, Print T-shirt - black","1, 1","ZO0035600356, ZO0056200562","0, 0","$33.00, $22.98","$33.00, $22.98","0, 0","ZO0035600356, ZO0056200562",$55.97 ,$55.97 ,2,2,order,wilhemina
Men's Clothing,Men's Clothing,EUR,Jackson,Jackson,Jackson Mccarthy,Jackson Mccarthy,MALE,13,Mccarthy,Mccarthy,(empty),Saturday,5,jackson@mccarthy-family.zzz,sample_ecommerce,Los Angeles,North America,US,"{
  ""coordinates"": [
    -118.2,
    34.1
  ],
  ""type"": ""Point""
}",California,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Sep 24, 2021 @ 21:25:26.000",572166,"sold_product_572166_18369, sold_product_572166_19224","sold_product_572166_18369, sold_product_572166_19224","$16.98, $14.99","$16.98, $14.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 16, 2016 @ 20:25:26.000, Dec 16, 2016 @ 20:25:26.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$9.01, $8.09","$16.98, $14.99","18,369, 19,224","GINGHAM 3 PACK - Boxer shorts - grey, Long sleeved top - white/blue/red","GINGHAM 3 PACK - Boxer shorts - grey, Long sleeved top - white/blue/red","1, 1","ZO0477004770, ZO0559705597","0, 0","$16.98, $14.99","$16.98, $14.99","0, 0","ZO0477004770, ZO0559705597",$31.98 ,$31.98 ,2,2,order,jackson
"Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,Phil,Phil,Phil Banks,Phil Banks,MALE,50,Banks,Banks,(empty),Saturday,5,phil@banks-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,Microlutions,Microlutions,"Sep 24, 2021 @ 21:18:14.000",572159,"sold_product_572159_17814, sold_product_572159_21924","sold_product_572159_17814, sold_product_572159_21924","$7.99, $24.98","$7.99, $24.98","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 16, 2016 @ 20:18:14.000, Dec 16, 2016 @ 20:18:14.000","0, 0","0, 0","Microlutions, Microlutions","Microlutions, Microlutions","$3.92, $12.74","$7.99, $24.98","17,814, 21,924","Belt - grey, Shirt - dark grey","Belt - grey, Shirt - dark grey","1, 1","ZO0126401264, ZO0110101101","0, 0","$7.99, $24.98","$7.99, $24.98","0, 0","ZO0126401264, ZO0110101101",$32.97 ,$32.97 ,2,2,order,phil
Men's Clothing,Men's Clothing,EUR,Thad,Thad,Thad Bailey,Thad Bailey,MALE,30,Bailey,Bailey,(empty),Saturday,5,thad@bailey-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Sep 24, 2021 @ 21:16:48.000",572158,"sold_product_572158_16082, sold_product_572158_14395","sold_product_572158_16082, sold_product_572158_14395","$10.99, $24.98","$10.99, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 16, 2016 @ 20:16:48.000, Dec 16, 2016 @ 20:16:48.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$5.06, $12.25","$10.99, $24.98","16,082, 14,395","Bow tie - dark green, Jumper - offwhite","Bow tie - dark green, Jumper - offwhite","1, 1","ZO0277102771, ZO0574305743","0, 0","$10.99, $24.98","$10.99, $24.98","0, 0","ZO0277102771, ZO0574305743",$35.97 ,$35.97 ,2,2,order,thad
Men's Shoes,Men's Shoes,EUR,Irwin,Irwin,Irwin Walters,Irwin Walters,MALE,14,Walters,Walters,(empty),Saturday,5,irwin@walters-family.zzz,sample_ecommerce,Bogotu00e1,South America,CO,"{
  ""coordinates"": [
    -74.1,
    4.6
  ],
  ""type"": ""Point""
}",Bogota D.C.,Low Tide Media,Low Tide Media,"Sep 24, 2021 @ 21:11:12.000",739871,sold_product_739871_1903,sold_product_739871_1903,$65.00 ,$65.00 ,Men's Shoes,Men's Shoes,"Dec 16, 2016 @ 20:11:12.000",0,0,Low Tide Media,Low Tide Media,$29.91 ,$65.00 ,"1,903",Boots - Medium Slate Blue,Boots - Medium Slate Blue,1,ZO0401304013,0,$65.00 ,$65.00 ,0,ZO0401304013,$65 ,$65.00 ,1,1,order,irwin
"Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories",EUR,Kamal,Kamal,Kamal Graham,Kamal Graham,MALE,39,Graham,Graham,(empty),Saturday,5,kamal@graham-family.zzz,sample_ecommerce,Istanbul,Asia,TR,"{
  ""coordinates"": [
    29,
    41
  ],
  ""type"": ""Point""
}",Istanbul,"Spritechnologies, Low Tide Media","Spritechnologies, Low Tide Media","Sep 24, 2021 @ 20:59:31.000",572143,"sold_product_572143_14923, sold_product_572143_12711","sold_product_572143_14923, sold_product_572143_12711","$24.98, $85.00","$24.98, $85.00","Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories","Dec 16, 2016 @ 19:59:31.000, Dec 16, 2016 @ 19:59:31.000","0, 0","0, 0","Spritechnologies, Low Tide Media","Spritechnologies, Low Tide Media","$13.24, $41.66","$24.98, $85.00","14,923, 12,711","Sports shirt - dark denim, Briefcase - dark brown","Sports shirt - dark denim, Briefcase - dark brown","1, 1","ZO0628006280, ZO0467204672","0, 0","$24.98, $85.00","$24.98, $85.00","0, 0","ZO0628006280, ZO0467204672",$110 ,$110.00 ,2,2,order,kamal
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Sonya,Sonya,Sonya Hampton,Sonya Hampton,FEMALE,28,Hampton,Hampton,(empty),Saturday,5,sonya@hampton-family.zzz,sample_ecommerce,Bogotu00e1,South America,CO,"{
  ""coordinates"": [
    -74.1,
    4.6
  ],
  ""type"": ""Point""
}",Bogota D.C.,"Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Sep 24, 2021 @ 20:50:53.000",572130,"sold_product_572130_9196, sold_product_572130_20244","sold_product_572130_9196, sold_product_572130_20244","$20.98, $28.98","$20.98, $28.98","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 16, 2016 @ 19:50:53.000, Dec 16, 2016 @ 19:50:53.000","0, 0","0, 0","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","$10.29, $15.36","$20.98, $28.98","9,196, 20,244","Sweatshirt - black, Handbag - black","Sweatshirt - black, Handbag - black","1, 1","ZO0179501795, ZO0091700917","0, 0","$20.98, $28.98","$20.98, $28.98","0, 0","ZO0179501795, ZO0091700917",$49.97 ,$49.97 ,2,2,order,sonya
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Pia,Pia,Pia Parker,Pia Parker,FEMALE,45,Parker,Parker,(empty),Saturday,5,pia@parker-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Spherecords, Angeldale","Spherecords, Angeldale","Sep 24, 2021 @ 20:43:41.000",572124,"sold_product_572124_12893, sold_product_572124_25102","sold_product_572124_12893, sold_product_572124_25102","$21.98, $75.00","$21.98, $75.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 16, 2016 @ 19:43:41.000, Dec 16, 2016 @ 19:43:41.000","0, 0","0, 0","Spherecords, Angeldale","Spherecords, Angeldale","$11.43, $37.50","$21.98, $75.00","12,893, 25,102","Shift dress - black, Ankle boots - noir","Shift dress - black, Ankle boots - noir","1, 1","ZO0636106361, ZO0674706747","0, 0","$21.98, $75.00","$21.98, $75.00","0, 0","ZO0636106361, ZO0674706747",$97 ,$97.00 ,2,2,order,pia
